iter	Passed	Remaining
423	2261	938
424	2266	933
425	2271	927
426	2276	922
427	2282	917
428	2287	911
429	2292	906
430	2297	900
431	2303	895
432	2308	890
433	2313	884
434	2319	879
435	2324	874
436	2330	869
437	2335	863
438	2339	858
439	2344	852
440	2349	847
441	2355	841
442	2360	836
443	2366	831
444	2371	826
445	2376	820
446	2380	814
447	2385	809
448	2391	804
449	2396	798
450	2402	793
451	2407	788
452	2412	782
453	2419	778
454	2424	772
455	2430	767
456	2434	761
457	2439	756
458	2445	751
459	2450	745
460	2455	740
461	2461	735
462	2466	729
463	2472	724
464	2477	719
465	2482	713
466	2486	708
467	2492	703
468	2498	697
469	2503	692
470	2508	686
471	2513	681
472	2520	676
473	2525	671
474	2530	665
475	2536	660
476	2541	655
477	2547	650
478	2553	645
479	2558	639
480	2563	634
481	2568	628
482	2574	623
483	2578	618
484	2584	612
485	2589	607
486	2594	602
487	2600	596
488	2605	591
489	2611	586
490	2618	581
491	2623	575
492	2629	570
493	2634	565
494	2639	559
495	2644	554
496	2649	549
497	2654	543
498	2659	538
499	2664	532
500	2669	527
501	2675	522
502	2680	516
503	2686	511
504	2691	506
505	2696	500
506	2702	495
507	2707	490
508	2713	485
509	2720	480
510	2725	474
511	2731	469
512	2737	464
513	2741	458
514	2747	453
515	2753	448
516	2758	442
517	2764	437
518	2769	432
519	2774	426
520	2779	421
521	2784	416
522	2789	410
523	2795	405
524	2800	400
525	2805	394
526	2810	389
527	2817	384
528	2822	378
529	2827	373
530	2833	368
531	2838	362
532	2844	357
533	2849	352
534	2854	346
535	2859	341
536	2864	336
537	2870	330
538	2875	325
539	2880	320
540	2886	314
541	2891	309
542	2896	304
543	2901	298
544	2906	293
545	2911	287
546	2918	282
547	2923	277
548	2929	272
549	2934	266
550	2940	261
551	2945	256
552	2950	250
553	2955	245
554	2961	240
555	2966	234
556	2971	229
557	2977	224
558	2982	218
559	2989	213
560	2994	208
561	2999	202
562	3004	197
563	3009	192
564	3014	186
565	3021	181
566	3027	176
567	3032	170
568	3038	165
569	3043	160
570	3048	154
571	3054	149
572	3058	144
573	3064	138
574	3069	133
575	3075	128
576	3080	122
577	3085	117
578	3091	112
579	3096	106
580	3102	101
581	3107	96
582	3113	90
583	3119	85
584	3124	80
585	3129	74
586	3135	69
587	3139	64
588	3145	58
589	3150	53
590	3155	48
591	3161	42
592	3166	37
593	3171	32
594	3176	26
595	3181	21
596	3187	16
597	3191	10
598	3197	5
599	3202	0
